_id,numero_de_camisa_preferido,tamanho_do_sapato,quantidade_de_filhos,altura,peso,cidade_de_nascimento,renda,comida_favorita,bebida_favorita,look_que_mais_combina,videogame_favorito,tempo_de_associacao_torcedor_m,modalidade_esportiva_interesse,interesse_em_merchandising,canal_de_comunicacao_preferido
231,17,28,5,184,60,bahia,0 a 1500,Churrasco,Café,urbano,fortnite,7,natação,verdadeiro,sms
232,5,28,2,162,60,rio_grande_do_norte,0 a 1500,Pizza,Leite,alternativo,fortnite,66,volei,verdadeiro,whatsapp
233,14,43,1,191,86,rio_grande_do_sul,1501 a 2500,Hambúrguer,Cerveja,elegante,minecraft,32,volei,verdadeiro,whatsapp
234,18,35,3,192,99,espírito_santo,0 a 1500,Lasanha,Água,alternativo,minecraft,23,tenis,verdadeiro,whatsapp
235,25,24,1,177,72,tocantins,0 a 1500,Lasanha,Cerveja,casual,minecraft,38,tenis,verdadeiro,email
236,24,20,7,162,50,piauí,1501 a 2500,Bacalhau,Refrigerante,vintage,fifa,38,boxe,falso,email
237,12,27,4,201,84,pará,0 a 1500,Hambúrguer,Suco,moderno,pes,17,tenis,falso,email
238,23,37,7,162,80,mato_grosso,0 a 1500,Tacos,Água,esportivo,fifa,8,tenis,verdadeiro,email
239,9,28,4,168,99,distrito_federal,1501 a 2500,Sushi,Leite,elegante,minecraft,53,basquete,falso,email
240,6,42,1,196,70,rio_grande_do_sul,1501 a 2500,Salada,Suco,casual,call_of_duty,33,basquete,verdadeiro,whatsapp
241,15,33,1,195,87,maranhão,0 a 1500,Salada,Café,esportivo,minecraft,61,golfe,falso,sms
242,2,22,6,159,122,rio_grande_do_sul,0 a 1500,Feijoada,Leite,elegante,fortnite,61,futebol,falso,email
243,16,20,1,154,44,rondônia,0 a 1500,Feijoada,Água,alternativo,fortnite,58,natação,verdadeiro,whatsapp
244,12,29,3,166,87,pará,1501 a 2500,Tacos,Água,vintage,call_of_duty,5,golfe,falso,email
245,20,25,4,162,66,rio_grande_do_sul,1501 a 2500,Acarajé,Vinho,vintage,fortnite,63,tenis,falso,email
246,16,26,7,163,80,paraná,1501 a 2500,Sushi,Refrigerante,elegante,call_of_duty,37,basquete,verdadeiro,email
247,13,40,2,207,75,minas_gerais,0 a 1500,Bacalhau,Refrigerante,esportivo,fifa,43,futebol,falso,email
248,11,40,6,175,76,são_paulo,0 a 1500,Pizza,Chá,urbano,call_of_duty,19,futebol,verdadeiro,whatsapp
249,14,32,7,186,79,piauí,0 a 1500,Churrasco,Cerveja,urbano,call_of_duty,31,atletismo,falso,whatsapp
250,1,27,3,179,41,pará,1501 a 2500,Bacalhau,Água,vintage,call_of_duty,53,boxe,verdadeiro,sms
251,8,34,1,202,61,roraima,0 a 1500,Sushi,Caipirinha,moderno,pes,52,tenis,verdadeiro,email
252,25,34,4,202,42,amazonas,0 a 1500,Pizza,Leite,urbano,minecraft,26,boxe,falso,sms
253,18,33,7,158,56,mato_grosso_do_sul,0 a 1500,Bacalhau,Água,esportivo,pes,23,basquete,verdadeiro,email
254,7,20,1,159,56,rio_grande_do_norte,0 a 1500,Acarajé,Leite,alternativo,pes,36,volei,verdadeiro,sms
255,10,34,1,207,68,piauí,1501 a 2500,Bacalhau,Caipirinha,casual,minecraft,50,natação,verdadeiro,sms
256,13,28,7,163,128,mato_grosso_do_sul,0 a 1500,Bacalhau,Café,urbano,fortnite,2,natação,verdadeiro,email
257,10,35,2,196,122,rio_de_janeiro,1501 a 2500,Tacos,Água,esportivo,fortnite,35,futebol,verdadeiro,whatsapp
258,19,42,5,164,84,maranhão,1501 a 2500,Salada,Cerveja,vintage,pes,21,volei,verdadeiro,sms
259,4,25,5,162,64,tocantins,1501 a 2500,Lasanha,Chá,elegante,minecraft,67,golfe,falso,whatsapp
260,2,28,5,193,54,rio_grande_do_sul,0 a 1500,Pizza,Vinho,urbano,pes,29,ciclismo,falso,sms
261,4,39,1,211,84,maranhão,0 a 1500,Churrasco,Leite,casual,minecraft,46,tenis,falso,email
262,17,31,3,187,112,mato_grosso_do_sul,1501 a 2500,Hambúrguer,Vinho,urbano,fifa,32,atletismo,falso,whatsapp
263,8,37,4,183,88,maranhão,0 a 1500,Hambúrguer,Refrigerante,vintage,fortnite,65,volei,falso,email
264,10,42,1,183,47,são_paulo,0 a 1500,Salada,Vinho,casual,pes,48,volei,falso,whatsapp
265,20,24,7,173,65,santa_catarina,0 a 1500,Feijoada,Água,moderno,fifa,12,atletismo,verdadeiro,sms
266,23,21,4,159,95,paraná,1501 a 2500,Churrasco,Caipirinha,vintage,call_of_duty,3,volei,verdadeiro,email
267,17,28,1,201,86,espírito_santo,1501 a 2500,Lasanha,Cerveja,alternativo,minecraft,24,natação,falso,whatsapp
268,18,24,6,180,56,espírito_santo,1501 a 2500,Bacalhau,Refrigerante,casual,minecraft,42,basquete,verdadeiro,sms
269,12,33,4,170,55,amazonas,2501 a 5000,Pizza,Café,elegante,pes,10,golfe,verdadeiro,whatsapp
270,15,20,7,178,104,amazonas,1501 a 2500,Acarajé,Cerveja,elegante,call_of_duty,18,atletismo,verdadeiro,whatsapp
271,23,22,4,170,43,santa_catarina,0 a 1500,Pizza,Smoothie,vintage,pes,19,atletismo,falso,whatsapp
272,21,36,1,202,71,rio_de_janeiro,0 a 1500,Sushi,Água,moderno,minecraft,60,natação,falso,whatsapp
273,17,34,2,164,106,rio_grande_do_sul,1501 a 2500,Bacalhau,Smoothie,elegante,fifa,2,atletismo,falso,whatsapp
274,26,27,4,158,75,são_paulo,0 a 1500,Churrasco,Refrigerante,vintage,pes,9,boxe,verdadeiro,whatsapp
275,16,27,5,201,123,goiás,0 a 1500,Acarajé,Cerveja,urbano,call_of_duty,15,tenis,falso,sms
276,4,35,5,194,40,amazonas,0 a 1500,Pizza,Suco,esportivo,pes,34,golfe,falso,sms
277,10,29,1,172,52,são_paulo,2501 a 5000,Lasanha,Cerveja,moderno,fifa,52,volei,verdadeiro,whatsapp
278,4,23,6,182,104,mato_grosso_do_sul,0 a 1500,Pizza,Caipirinha,moderno,pes,31,ciclismo,verdadeiro,sms
279,1,36,6,188,47,são_paulo,0 a 1500,Bacalhau,Suco,vintage,minecraft,33,volei,verdadeiro,whatsapp
280,5,30,7,179,91,goiás,2501 a 5000,Feijoada,Suco,esportivo,pes,16,volei,verdadeiro,sms
281,16,23,3,194,118,paraná,1501 a 2500,Churrasco,Suco,vintage,pes,6,tenis,falso,whatsapp
282,5,39,6,156,106,espírito_santo,0 a 1500,Sushi,Água,urbano,call_of_duty,17,golfe,falso,email
283,13,31,7,167,54,minas_gerais,0 a 1500,Feijoada,Café,alternativo,minecraft,1,ciclismo,verdadeiro,sms
284,13,30,2,175,112,sergipe,0 a 1500,Churrasco,Cerveja,urbano,fortnite,24,natação,falso,email
285,13,20,3,175,91,mato_grosso,1501 a 2500,Pizza,Smoothie,vintage,fortnite,55,volei,verdadeiro,sms
286,14,27,1,166,59,paraíba,0 a 1500,Feijoada,Vinho,elegante,fifa,1,tenis,falso,email
287,3,31,6,208,76,roraima,0 a 1500,Acarajé,Smoothie,casual,minecraft,43,golfe,falso,sms
288,23,31,6,164,128,pernambuco,1501 a 2500,Feijoada,Leite,elegante,minecraft,33,volei,falso,sms
289,17,36,5,160,109,amapá,0 a 1500,Lasanha,Cerveja,vintage,minecraft,28,volei,falso,whatsapp
290,15,34,3,183,117,pará,1501 a 2500,Acarajé,Vinho,elegante,minecraft,54,tenis,falso,sms
291,16,27,6,174,107,maranhão,1501 a 2500,Feijoada,Suco,elegante,pes,56,boxe,verdadeiro,whatsapp
292,13,43,6,195,85,mato_grosso,1501 a 2500,Hambúrguer,Cerveja,urbano,minecraft,51,basquete,verdadeiro,sms
293,11,26,4,205,61,rio_grande_do_norte,2501 a 5000,Salada,Smoothie,urbano,fifa,22,golfe,verdadeiro,whatsapp
294,19,21,6,203,87,santa_catarina,1501 a 2500,Lasanha,Chá,elegante,fortnite,4,boxe,falso,whatsapp
295,17,34,2,205,56,amapá,2501 a 5000,Acarajé,Suco,elegante,call_of_duty,40,natação,verdadeiro,whatsapp
296,18,24,2,211,69,goiás,5001 a 10000,Hambúrguer,Café,elegante,fifa,49,natação,falso,email
297,26,25,6,195,109,piauí,0 a 1500,Pizza,Smoothie,casual,minecraft,25,basquete,verdadeiro,whatsapp
298,25,20,2,197,121,roraima,0 a 1500,Bacalhau,Refrigerante,alternativo,pes,30,basquete,falso,whatsapp
299,26,27,5,190,64,alagoas,0 a 1500,Pizza,Cerveja,esportivo,pes,9,volei,verdadeiro,email
300,22,30,7,153,103,alagoas,1501 a 2500,Acarajé,Água,moderno,fortnite,43,volei,verdadeiro,whatsapp
301,7,20,4,157,68,amazonas,1501 a 2500,Feijoada,Leite,alternativo,fifa,4,natação,falso,whatsapp
302,3,28,4,195,92,roraima,0 a 1500,Churrasco,Leite,urbano,minecraft,7,atletismo,verdadeiro,whatsapp
303,12,35,5,200,58,rio_grande_do_sul,0 a 1500,Salada,Refrigerante,elegante,fortnite,57,boxe,falso,whatsapp
304,2,40,3,187,110,mato_grosso_do_sul,0 a 1500,Churrasco,Cerveja,moderno,minecraft,2,golfe,falso,sms
305,20,43,3,187,59,santa_catarina,0 a 1500,Pizza,Vinho,casual,fifa,20,futebol,falso,sms
306,7,22,3,194,90,rio_grande_do_norte,0 a 1500,Hambúrguer,Café,casual,fifa,34,tenis,verdadeiro,whatsapp
307,25,33,1,209,57,bahia,0 a 1500,Sushi,Café,urbano,pes,12,basquete,falso,whatsapp
308,1,36,2,157,112,minas_gerais,0 a 1500,Salada,Cerveja,moderno,fortnite,18,volei,falso,sms
309,2,21,3,180,101,acre,1501 a 2500,Acarajé,Leite,elegante,fifa,28,boxe,verdadeiro,email
310,7,21,6,196,108,goiás,0 a 1500,Churrasco,Chá,urbano,minecraft,3,natação,falso,whatsapp
311,4,41,1,175,114,amapá,1501 a 2500,Pizza,Vinho,alternativo,fortnite,55,golfe,falso,whatsapp
312,22,31,3,167,68,rio_de_janeiro,1501 a 2500,Churrasco,Café,urbano,fortnite,50,basquete,falso,sms
313,18,40,5,177,69,distrito_federal,0 a 1500,Sushi,Suco,casual,fifa,16,basquete,falso,sms
314,22,35,4,204,42,acre,0 a 1500,Feijoada,Vinho,moderno,pes,34,futebol,falso,sms
315,25,31,5,172,117,tocantins,2501 a 5000,Salada,Cerveja,vintage,fifa,24,tenis,verdadeiro,sms
316,19,34,5,162,66,maranhão,0 a 1500,Tacos,Cerveja,vintage,minecraft,28,futebol,falso,sms
317,19,33,7,155,107,bahia,1501 a 2500,Sushi,Leite,elegante,fifa,23,futebol,verdadeiro,whatsapp
318,10,36,6,203,67,paraíba,0 a 1500,Salada,Café,moderno,minecraft,65,natação,verdadeiro,email
319,18,42,7,201,99,rondônia,2501 a 5000,Lasanha,Vinho,moderno,fifa,52,futebol,verdadeiro,sms
320,6,43,5,210,108,mato_grosso_do_sul,0 a 1500,Lasanha,Leite,urbano,minecraft,52,volei,falso,whatsapp
321,10,27,5,177,50,acre,0 a 1500,Acarajé,Leite,vintage,pes,0,golfe,falso,email
322,19,41,6,156,90,tocantins,1501 a 2500,Bacalhau,Suco,vintage,call_of_duty,67,tenis,verdadeiro,sms
323,23,24,1,153,54,bahia,1501 a 2500,Hambúrguer,Café,urbano,minecraft,53,ciclismo,falso,email
324,13,39,4,156,91,mato_grosso_do_sul,0 a 1500,Feijoada,Refrigerante,alternativo,fortnite,23,ciclismo,falso,sms
325,25,33,6,155,118,são_paulo,0 a 1500,Tacos,Vinho,alternativo,minecraft,41,boxe,verdadeiro,email
326,11,37,5,194,43,pernambuco,2501 a 5000,Churrasco,Água,vintage,pes,66,tenis,verdadeiro,sms
327,18,37,5,162,123,rio_grande_do_sul,2501 a 5000,Tacos,Smoothie,esportivo,call_of_duty,3,golfe,verdadeiro,whatsapp
328,2,32,3,189,124,ceará,0 a 1500,Tacos,Caipirinha,casual,call_of_duty,59,futebol,falso,email
329,1,20,3,163,54,rio_grande_do_sul,0 a 1500,Lasanha,Chá,moderno,fifa,30,atletismo,falso,whatsapp
330,17,20,1,198,109,distrito_federal,1501 a 2500,Tacos,Caipirinha,vintage,call_of_duty,25,volei,falso,whatsapp
331,26,26,2,191,58,rondônia,1501 a 2500,Sushi,Caipirinha,vintage,fortnite,52,ciclismo,verdadeiro,email
332,7,37,1,191,105,maranhão,2501 a 5000,Acarajé,Suco,moderno,fifa,35,futebol,falso,sms
333,20,37,5,189,59,paraná,0 a 1500,Feijoada,Refrigerante,urbano,call_of_duty,29,golfe,verdadeiro,email
334,22,20,1,165,127,minas_gerais,0 a 1500,Bacalhau,Refrigerante,elegante,fortnite,31,futebol,falso,sms
335,2,21,2,167,44,rio_de_janeiro,2501 a 5000,Bacalhau,Caipirinha,alternativo,call_of_duty,67,boxe,falso,sms
336,8,22,5,203,96,mato_grosso,1501 a 2500,Feijoada,Vinho,elegante,fifa,54,golfe,verdadeiro,sms
337,22,39,1,158,72,são_paulo,2501 a 5000,Pizza,Cerveja,esportivo,pes,6,golfe,verdadeiro,email
338,17,23,5,170,117,tocantins,0 a 1500,Salada,Água,vintage,pes,42,basquete,verdadeiro,whatsapp
339,10,23,5,211,95,bahia,1501 a 2500,Bacalhau,Cerveja,elegante,minecraft,6,ciclismo,falso,email
340,5,26,3,189,52,minas_gerais,1501 a 2500,Churrasco,Leite,alternativo,fortnite,25,ciclismo,falso,sms
341,25,29,4,202,98,acre,1501 a 2500,Feijoada,Caipirinha,alternativo,call_of_duty,39,basquete,falso,email
342,17,42,7,190,48,ceará,1501 a 2500,Bacalhau,Chá,alternativo,fifa,54,natação,verdadeiro,email
343,17,32,7,156,120,santa_catarina,0 a 1500,Salada,Água,alternativo,fortnite,66,natação,falso,email
344,12,29,3,155,120,rio_grande_do_norte,1501 a 2500,Sushi,Caipirinha,alternativo,pes,45,tenis,verdadeiro,sms
345,26,38,6,199,69,roraima,0 a 1500,Hambúrguer,Cerveja,alternativo,minecraft,20,basquete,falso,sms
346,16,37,6,157,124,distrito_federal,1501 a 2500,Feijoada,Água,casual,pes,50,volei,falso,whatsapp
347,2,24,4,161,55,são_paulo,2501 a 5000,Sushi,Vinho,casual,call_of_duty,66,golfe,falso,whatsapp
348,8,40,5,188,104,santa_catarina,1501 a 2500,Hambúrguer,Suco,elegante,fifa,3,tenis,falso,email
349,16,29,6,195,116,são_paulo,0 a 1500,Salada,Café,urbano,fifa,37,boxe,verdadeiro,email
350,9,41,1,173,83,santa_catarina,0 a 1500,Pizza,Chá,moderno,pes,37,golfe,falso,email
351,8,22,2,183,111,maranhão,0 a 1500,Churrasco,Chá,moderno,minecraft,27,boxe,falso,email
352,23,24,3,177,93,tocantins,0 a 1500,Lasanha,Vinho,esportivo,pes,67,volei,falso,sms
353,8,37,7,179,102,espírito_santo,0 a 1500,Bacalhau,Suco,elegante,pes,41,futebol,verdadeiro,email
354,11,37,5,204,128,são_paulo,2501 a 5000,Churrasco,Smoothie,casual,minecraft,33,volei,falso,sms
355,25,21,3,179,81,rondônia,0 a 1500,Lasanha,Refrigerante,alternativo,fifa,32,ciclismo,verdadeiro,email
356,10,31,7,160,82,amapá,1501 a 2500,Lasanha,Cerveja,vintage,call_of_duty,31,futebol,falso,whatsapp
357,11,25,6,184,113,maranhão,0 a 1500,Sushi,Café,esportivo,fifa,12,atletismo,verdadeiro,email
358,5,36,7,176,87,sergipe,2501 a 5000,Tacos,Cerveja,casual,fifa,5,futebol,verdadeiro,email
359,12,40,1,160,50,rio_grande_do_sul,1501 a 2500,Acarajé,Chá,esportivo,fifa,29,boxe,falso,whatsapp
360,6,20,4,205,88,bahia,1501 a 2500,Churrasco,Leite,elegante,fifa,12,atletismo,falso,whatsapp
361,9,37,2,170,110,acre,0 a 1500,Bacalhau,Água,vintage,fifa,64,boxe,falso,sms
362,13,39,4,190,121,são_paulo,1501 a 2500,Hambúrguer,Smoothie,moderno,call_of_duty,2,golfe,falso,email
363,19,28,2,200,72,maranhão,0 a 1500,Bacalhau,Refrigerante,elegante,fifa,37,ciclismo,verdadeiro,email
364,3,24,3,168,71,mato_grosso_do_sul,0 a 1500,Pizza,Suco,urbano,pes,52,boxe,falso,whatsapp
365,3,23,1,161,78,distrito_federal,0 a 1500,Churrasco,Cerveja,vintage,fifa,7,ciclismo,falso,whatsapp
366,5,20,4,177,125,mato_grosso_do_sul,0 a 1500,Acarajé,Água,alternativo,minecraft,38,volei,falso,email
367,21,34,4,205,40,acre,0 a 1500,Lasanha,Suco,vintage,pes,62,futebol,verdadeiro,whatsapp
368,3,21,5,198,124,piauí,2501 a 5000,Lasanha,Água,vintage,call_of_duty,38,natação,falso,sms
369,20,30,6,174,62,sergipe,0 a 1500,Sushi,Café,casual,pes,60,futebol,verdadeiro,whatsapp
370,12,22,4,168,47,maranhão,1501 a 2500,Churrasco,Suco,casual,pes,61,futebol,falso,email
371,8,30,4,173,62,mato_grosso,0 a 1500,Salada,Cerveja,esportivo,pes,61,tenis,verdadeiro,whatsapp
372,23,37,3,189,96,mato_grosso,0 a 1500,Salada,Água,alternativo,fortnite,18,ciclismo,falso,whatsapp
373,20,39,2,180,111,distrito_federal,0 a 1500,Sushi,Vinho,esportivo,minecraft,38,futebol,falso,sms
374,14,33,7,203,104,pará,0 a 1500,Hambúrguer,Chá,casual,fortnite,15,natação,verdadeiro,whatsapp
375,15,37,1,170,118,pernambuco,0 a 1500,Hambúrguer,Smoothie,urbano,pes,63,basquete,verdadeiro,email
376,23,20,6,210,59,maranhão,0 a 1500,Tacos,Leite,casual,fortnite,12,volei,verdadeiro,email
377,6,37,5,174,94,mato_grosso,1501 a 2500,Salada,Chá,urbano,fifa,14,tenis,falso,sms
378,12,20,4,189,127,rondônia,1501 a 2500,Acarajé,Smoothie,urbano,pes,7,tenis,verdadeiro,whatsapp
379,16,37,4,172,52,amazonas,1501 a 2500,Acarajé,Cerveja,alternativo,call_of_duty,40,natação,verdadeiro,whatsapp
380,12,34,5,175,93,rondônia,1501 a 2500,Lasanha,Chá,esportivo,call_of_duty,7,golfe,falso,email
381,22,26,3,161,86,distrito_federal,0 a 1500,Lasanha,Chá,elegante,call_of_duty,51,ciclismo,verdadeiro,email
382,23,38,4,165,61,espírito_santo,0 a 1500,Lasanha,Smoothie,esportivo,pes,2,basquete,verdadeiro,sms
383,5,35,6,187,80,mato_grosso,2501 a 5000,Acarajé,Chá,moderno,call_of_duty,40,volei,falso,whatsapp
384,16,42,3,182,111,rio_grande_do_sul,1501 a 2500,Bacalhau,Vinho,elegante,fortnite,51,golfe,verdadeiro,email
385,2,40,3,176,43,espírito_santo,1501 a 2500,Churrasco,Refrigerante,vintage,minecraft,13,atletismo,verdadeiro,whatsapp
386,3,37,1,177,47,rondônia,0 a 1500,Pizza,Vinho,elegante,pes,54,volei,falso,sms
387,4,41,4,186,68,pará,1501 a 2500,Feijoada,Café,elegante,fifa,56,boxe,verdadeiro,sms
388,1,20,2,163,120,são_paulo,2501 a 5000,Feijoada,Vinho,casual,minecraft,40,basquete,falso,email
389,7,40,2,159,40,goiás,2501 a 5000,Acarajé,Chá,casual,fifa,50,basquete,verdadeiro,whatsapp
390,13,32,3,200,73,são_paulo,0 a 1500,Acarajé,Leite,alternativo,fifa,21,atletismo,verdadeiro,whatsapp
391,10,35,1,179,73,acre,0 a 1500,Salada,Chá,urbano,fortnite,16,futebol,falso,whatsapp
392,17,20,2,173,53,sergipe,0 a 1500,Tacos,Smoothie,urbano,pes,59,natação,falso,sms
393,25,26,7,191,81,paraná,0 a 1500,Sushi,Suco,vintage,pes,46,ciclismo,falso,sms
394,17,42,3,208,41,bahia,0 a 1500,Hambúrguer,Smoothie,alternativo,call_of_duty,2,atletismo,verdadeiro,sms
395,2,26,3,179,63,maranhão,0 a 1500,Bacalhau,Suco,esportivo,minecraft,40,golfe,verdadeiro,whatsapp
396,8,35,3,161,126,alagoas,0 a 1500,Feijoada,Suco,esportivo,fortnite,62,tenis,verdadeiro,sms
397,7,20,3,184,93,santa_catarina,2501 a 5000,Acarajé,Smoothie,vintage,fifa,16,ciclismo,falso,whatsapp
398,5,38,4,182,55,sergipe,0 a 1500,Pizza,Caipirinha,alternativo,fifa,6,volei,verdadeiro,whatsapp
399,20,40,5,195,45,ceará,0 a 1500,Acarajé,Smoothie,esportivo,call_of_duty,6,tenis,falso,email
400,4,39,5,162,97,acre,2501 a 5000,Feijoada,Água,alternativo,pes,5,ciclismo,falso,sms
401,20,28,6,181,50,santa_catarina,0 a 1500,Pizza,Café,urbano,minecraft,49,ciclismo,verdadeiro,sms
402,23,39,5,199,85,pará,5001 a 10000,Tacos,Refrigerante,alternativo,minecraft,38,natação,verdadeiro,sms
403,13,36,3,202,95,goiás,1501 a 2500,Pizza,Água,urbano,fortnite,55,natação,falso,whatsapp
404,26,22,2,195,81,rio_grande_do_norte,0 a 1500,Lasanha,Café,elegante,minecraft,16,golfe,verdadeiro,whatsapp
405,18,43,5,174,58,minas_gerais,1501 a 2500,Churrasco,Água,casual,fortnite,22,volei,falso,whatsapp
406,7,28,4,162,66,minas_gerais,1501 a 2500,Churrasco,Chá,moderno,call_of_duty,60,atletismo,verdadeiro,sms
407,26,34,2,208,41,minas_gerais,1501 a 2500,Tacos,Café,elegante,pes,6,atletismo,verdadeiro,whatsapp
408,14,22,1,162,61,distrito_federal,0 a 1500,Salada,Refrigerante,casual,pes,28,golfe,verdadeiro,sms
409,2,34,7,183,123,bahia,0 a 1500,Hambúrguer,Café,casual,call_of_duty,20,futebol,falso,whatsapp
410,22,37,2,199,121,mato_grosso,0 a 1500,Feijoada,Vinho,elegante,pes,38,golfe,verdadeiro,sms
411,20,21,5,157,104,piauí,1501 a 2500,Churrasco,Refrigerante,urbano,pes,27,ciclismo,falso,sms
412,6,40,6,188,96,maranhão,2501 a 5000,Sushi,Caipirinha,alternativo,call_of_duty,66,tenis,falso,email
413,17,23,6,195,81,maranhão,1501 a 2500,Pizza,Suco,casual,pes,32,golfe,falso,whatsapp
414,14,41,3,204,83,mato_grosso_do_sul,1501 a 2500,Acarajé,Cerveja,alternativo,fifa,25,basquete,verdadeiro,sms
415,18,34,3,196,115,acre,0 a 1500,Lasanha,Leite,casual,minecraft,29,boxe,falso,email
416,23,25,1,167,47,mato_grosso,1501 a 2500,Pizza,Água,moderno,call_of_duty,50,volei,falso,sms
417,6,37,6,177,92,amazonas,2501 a 5000,Tacos,Refrigerante,casual,fifa,37,volei,falso,sms
418,15,24,4,210,55,minas_gerais,1501 a 2500,Sushi,Cerveja,casual,fortnite,57,golfe,falso,sms
419,24,21,1,201,128,roraima,0 a 1500,Churrasco,Água,urbano,pes,22,ciclismo,verdadeiro,whatsapp
420,16,33,7,156,113,mato_grosso_do_sul,2501 a 5000,Lasanha,Cerveja,moderno,pes,32,boxe,verdadeiro,email
421,12,38,4,165,106,rio_de_janeiro,1501 a 2500,Salada,Água,elegante,fortnite,45,volei,verdadeiro,sms
422,18,29,7,162,114,pará,1501 a 2500,Bacalhau,Chá,casual,minecraft,22,boxe,verdadeiro,email
423,4,37,4,181,108,pernambuco,0 a 1500,Sushi,Suco,moderno,fifa,58,natação,verdadeiro,whatsapp
424,21,41,6,171,74,paraná,1501 a 2500,Churrasco,Caipirinha,casual,call_of_duty,51,futebol,verdadeiro,sms
425,20,24,7,202,125,rio_grande_do_sul,0 a 1500,Tacos,Água,elegante,pes,17,basquete,verdadeiro,whatsapp
426,14,28,3,185,72,bahia,0 a 1500,Hambúrguer,Água,urbano,pes,59,volei,falso,whatsapp
427,14,21,3,201,41,tocantins,1501 a 2500,Lasanha,Vinho,alternativo,fifa,34,golfe,falso,sms
428,8,32,6,195,114,amazonas,0 a 1500,Hambúrguer,Chá,esportivo,call_of_duty,19,golfe,falso,email
429,25,30,1,187,98,paraná,0 a 1500,Lasanha,Água,moderno,fifa,29,ciclismo,falso,whatsapp
430,6,28,5,197,75,acre,0 a 1500,Hambúrguer,Refrigerante,alternativo,pes,34,golfe,falso,email
431,23,22,3,188,58,pará,0 a 1500,Salada,Suco,moderno,pes,4,basquete,verdadeiro,sms
432,12,32,6,157,71,rondônia,1501 a 2500,Bacalhau,Caipirinha,moderno,pes,42,ciclismo,verdadeiro,email
433,20,35,3,180,62,bahia,2501 a 5000,Churrasco,Suco,vintage,fifa,63,golfe,falso,whatsapp
434,17,41,3,192,88,mato_grosso,0 a 1500,Tacos,Suco,vintage,pes,50,futebol,verdadeiro,whatsapp
435,15,24,5,183,61,mato_grosso,0 a 1500,Tacos,Caipirinha,casual,fifa,17,atletismo,falso,sms
436,10,20,4,171,99,rio_de_janeiro,1501 a 2500,Feijoada,Leite,casual,pes,64,volei,verdadeiro,whatsapp
437,14,26,1,159,102,goiás,0 a 1500,Sushi,Smoothie,elegante,minecraft,0,natação,verdadeiro,whatsapp
438,19,23,6,196,83,acre,1501 a 2500,Salada,Refrigerante,moderno,fifa,26,atletismo,verdadeiro,email
439,18,39,7,176,125,amazonas,1501 a 2500,Pizza,Suco,urbano,pes,33,basquete,falso,sms
440,4,33,5,161,112,roraima,0 a 1500,Tacos,Cerveja,vintage,pes,31,ciclismo,falso,email
441,5,41,7,161,59,piauí,0 a 1500,Tacos,Suco,elegante,pes,25,ciclismo,falso,sms
442,5,33,7,202,67,goiás,2501 a 5000,Salada,Smoothie,vintage,fifa,57,atletismo,verdadeiro,sms
443,24,27,4,161,92,alagoas,0 a 1500,Bacalhau,Refrigerante,elegante,fortnite,28,ciclismo,verdadeiro,whatsapp
444,19,41,3,153,113,piauí,1501 a 2500,Churrasco,Cerveja,moderno,call_of_duty,63,golfe,falso,sms
445,13,38,3,167,57,roraima,0 a 1500,Pizza,Leite,urbano,pes,13,golfe,falso,sms
446,10,23,3,208,113,pará,0 a 1500,Churrasco,Água,moderno,pes,10,atletismo,verdadeiro,whatsapp
447,7,33,1,185,116,amapá,1501 a 2500,Salada,Smoothie,casual,minecraft,29,atletismo,verdadeiro,whatsapp
448,22,39,4,211,44,rondônia,1501 a 2500,Hambúrguer,Vinho,alternativo,minecraft,27,volei,falso,whatsapp
449,11,30,7,195,57,rio_de_janeiro,0 a 1500,Salada,Smoothie,casual,call_of_duty,40,golfe,falso,sms
450,9,42,1,164,52,são_paulo,1501 a 2500,Pizza,Smoothie,urbano,call_of_duty,60,futebol,verdadeiro,whatsapp
451,8,39,2,202,81,mato_grosso_do_sul,0 a 1500,Bacalhau,Refrigerante,esportivo,fifa,44,atletismo,verdadeiro,sms
452,24,40,3,179,82,goiás,1501 a 2500,Bacalhau,Suco,casual,pes,9,ciclismo,verdadeiro,sms
453,26,24,4,209,114,minas_gerais,2501 a 5000,Pizza,Café,urbano,fortnite,15,volei,falso,email
454,4,38,7,211,56,sergipe,0 a 1500,Feijoada,Cerveja,esportivo,pes,7,boxe,verdadeiro,sms
455,16,28,3,175,40,amapá,0 a 1500,Salada,Caipirinha,vintage,pes,21,atletismo,verdadeiro,sms
